GEO.id,GEO.display-label,GOVTYPE.id,GOVTYPE.display-label,PENITEM.id,PENITEM.display-label,AMOUNT
0400000US15,Hawaii,2,State,61,   Active membership,67555
0400000US15,Hawaii,2,State,62,   Inactive membership,7554
0400000US15,Hawaii,2,State,7,   Total beneficiaries receiving periodic benefit payments,41944
0400000US15,Hawaii,2,State,8,   Covered payroll,3783840
0400000US15,Hawaii,2,State,9,   Pension obligations,22241070
0400000US15,Hawaii,3,Local,8,   Covered payroll,N
0400000US15,Hawaii,3,Local,9,   Pension obligations,N
0400000US16,Idaho,1,State and Local ,1,   Total Contributions,516498
0400000US16,Idaho,1,State and Local ,11,   Employee contributions,204398
0400000US16,Idaho,1,State and Local ,12,   Government contributions,312100
0400000US16,Idaho,1,State and Local ,121,   State government contributions,80080
0400000US16,Idaho,1,State and Local ,122,   Local government contributions,232020
0400000US16,Idaho,1,State and Local ,2,   Earnings on investments,2068673
0400000US16,Idaho,1,State and Local ,3,   Total payments,790604
0400000US16,Idaho,1,State and Local ,31,   Benefits,736531
0400000US16,Idaho,1,State and Local ,32,   Withdrawals,0
0400000US16,Idaho,1,State and Local ,39,   Other payments,54073
0400000US16,Idaho,1,State and Local ,4,   Total cash and investment holdings,13974409
0400000US16,Idaho,1,State and Local ,41,   Total cash and short-term investments,475509
0400000US16,Idaho,1,State and Local ,411,   Cash and demand deposits,78478
0400000US16,Idaho,1,State and Local ,412,"   Time, savings deposits and nonfederal short-term investments",397031
0400000US16,Idaho,1,State and Local ,42,   Total securities,13084826
0400000US16,Idaho,1,State and Local ,421,   Governmental securities,7715
0400000US16,Idaho,1,State and Local ,4211,   Federal government,2758
0400000US16,Idaho,1,State and Local ,42111,   U.S. Treasury,270
0400000US16,Idaho,1,State and Local ,42112,   Federal agency,2488
0400000US16,Idaho,1,State and Local ,4212,   State and local government,4957
0400000US16,Idaho,1,State and Local ,422,   Nongovernmental securities,13077111
0400000US16,Idaho,1,State and Local ,4221,   Corporate bonds,2656608
0400000US16,Idaho,1,State and Local ,4222,   Corporate stocks,6824066
0400000US16,Idaho,1,State and Local ,4223,   Mortgages,482146
0400000US16,Idaho,1,State and Local ,4224,   Funds held in trust,0
0400000US16,Idaho,1,State and Local ,4225,   Foreign and international securities,3114291
0400000US16,Idaho,1,State and Local ,4229,   Other nongovernmental securities,0
0400000US16,Idaho,1,State and Local ,43,   Total other investments,414074
0400000US16,Idaho,1,State and Local ,431,   Real property,0
0400000US16,Idaho,1,State and Local ,432,   Miscellaneous investments,414074
0400000US16,Idaho,1,State and Local ,6,   Total Membership,77784
0400000US16,Idaho,1,State and Local ,61,   Active membership,66277
0400000US16,Idaho,1,State and Local ,62,   Inactive membership,11507
0400000US16,Idaho,1,State and Local ,7,   Total beneficiaries receiving periodic benefit payments,40920
0400000US16,Idaho,1,State and Local ,8,   Covered payroll,N
0400000US16,Idaho,1,State and Local ,9,   Pension obligations,N
0400000US16,Idaho,2,State,1,   Total Contributions,515977
0400000US16,Idaho,2,State,11,   Employee contributions,204398
0400000US16,Idaho,2,State,12,   Government contributions,311579
0400000US16,Idaho,2,State,121,   State government contributions,80080
0400000US16,Idaho,2,State,122,   Local government contributions,231499
0400000US16,Idaho,2,State,2,   Earnings on investments,2067092
0400000US16,Idaho,2,State,3,   Total payments,788836
0400000US16,Idaho,2,State,31,   Benefits,734853
0400000US16,Idaho,2,State,32,   Withdrawals,0
0400000US16,Idaho,2,State,39,   Other payments,53983
0400000US16,Idaho,2,State,4,   Total cash and investment holdings,13955215
0400000US16,Idaho,2,State,41,   Total cash and short-term investments,475288
0400000US16,Idaho,2,State,411,   Cash and demand deposits,78325
0400000US16,Idaho,2,State,412,"   Time, savings deposits and nonfederal short-term investments",396963
0400000US16,Idaho,2,State,42,   Total securities,13065853
0400000US16,Idaho,2,State,421,   Governmental securities,0
0400000US16,Idaho,2,State,4211,   Federal government,0
0400000US16,Idaho,2,State,42111,   U.S. Treasury,0
0400000US16,Idaho,2,State,42112,   Federal agency,0
0400000US16,Idaho,2,State,4212,   State and local government,0
0400000US16,Idaho,2,State,422,   Nongovernmental securities,13065853
0400000US16,Idaho,2,State,4221,   Corporate bonds,2653907
0400000US16,Idaho,2,State,4222,   Corporate stocks,6816717
0400000US16,Idaho,2,State,4223,   Mortgages,482146
0400000US16,Idaho,2,State,4224,   Funds held in trust,0
0400000US16,Idaho,2,State,4225,   Foreign and international securities,3113083
0400000US16,Idaho,2,State,4229,   Other nongovernmental securities,0
0400000US16,Idaho,2,State,43,   Total other investments,414074
0400000US16,Idaho,2,State,431,   Real property,0
0400000US16,Idaho,2,State,432,   Miscellaneous investments,414074
0400000US16,Idaho,2,State,6,   Total Membership,77784
0400000US16,Idaho,2,State,61,   Active membership,66277
0400000US16,Idaho,2,State,62,   Inactive membership,11507
0400000US16,Idaho,2,State,7,   Total beneficiaries receiving periodic benefit payments,40862
0400000US16,Idaho,2,State,8,   Covered payroll,2708534
0400000US16,Idaho,2,State,9,   Pension obligations,15008490
0400000US16,Idaho,3,Local,1,   Total Contributions,521
0400000US16,Idaho,3,Local,11,   Employee contributions,0
0400000US16,Idaho,3,Local,12,   Government contributions,521
0400000US16,Idaho,3,Local,121,   State government contributions,0
0400000US16,Idaho,3,Local,122,   Local government contributions,521
0400000US16,Idaho,3,Local,2,   Earnings on investments,1581
0400000US16,Idaho,3,Local,3,   Total payments,1768
0400000US16,Idaho,3,Local,31,   Benefits,1678
0400000US16,Idaho,3,Local,32,   Withdrawals,0
0400000US16,Idaho,3,Local,39,   Other payments,90
0400000US16,Idaho,3,Local,4,   Total cash and investment holdings,19194
0400000US16,Idaho,3,Local,41,   Total cash and short-term investments,221
0400000US16,Idaho,3,Local,411,   Cash and demand deposits,153
0400000US16,Idaho,3,Local,412,"   Time, savings deposits and nonfederal short-term investments",68
0400000US16,Idaho,3,Local,42,   Total securities,18973
0400000US16,Idaho,3,Local,421,   Governmental securities,7715
0400000US16,Idaho,3,Local,4211,   Federal government,2758
0400000US16,Idaho,3,Local,42111,   U.S. Treasury,270
0400000US16,Idaho,3,Local,42112,   Federal agency,2488
0400000US16,Idaho,3,Local,4212,   State and local government,4957
0400000US16,Idaho,3,Local,422,   Nongovernmental securities,11258
0400000US16,Idaho,3,Local,4221,   Corporate bonds,2701
0400000US16,Idaho,3,Local,4222,   Corporate stocks,7349
0400000US16,Idaho,3,Local,4223,   Mortgages,0
0400000US16,Idaho,3,Local,4224,   Funds held in trust,0
0400000US16,Idaho,3,Local,4225,   Foreign and international securities,1208
0400000US16,Idaho,3,Local,4229,   Other nongovernmental securities,0
0400000US16,Idaho,3,Local,43,   Total other investments,0
0400000US16,Idaho,3,Local,431,   Real property,0
0400000US16,Idaho,3,Local,432,   Miscellaneous investments,0
0400000US16,Idaho,3,Local,6,   Total Membership,0
0400000US16,Idaho,3,Local,61,   Active membership,0
0400000US16,Idaho,3,Local,62,   Inactive membership,0
0400000US16,Idaho,3,Local,7,   Total beneficiaries receiving periodic benefit payments,58
0400000US16,Idaho,3,Local,8,   Covered payroll,N
0400000US16,Idaho,3,Local,9,   Pension obligations,N
0400000US17,Illinois,1,State and Local ,1,   Total Contributions,13016804
0400000US17,Illinois,1,State and Local ,11,   Employee contributions,2726046
0400000US17,Illinois,1,State and Local ,12,   Government contributions,10290757
0400000US17,Illinois,1,State and Local ,121,   State government contributions,6864379
0400000US17,Illinois,1,State and Local ,122,   Local government contributions,3426379
0400000US17,Illinois,1,State and Local ,2,   Earnings on investments,24208907
0400000US17,Illinois,1,State and Local ,3,   Total payments,17154466
0400000US17,Illinois,1,State and Local ,31,   Benefits,15711908
0400000US17,Illinois,1,State and Local ,32,   Withdrawals,818549
0400000US17,Illinois,1,State and Local ,39,   Other payments,624013
0400000US17,Illinois,1,State and Local ,4,   Total cash and investment holdings,156445467
0400000US17,Illinois,1,State and Local ,41,   Total cash and short-term investments,6809428
0400000US17,Illinois,1,State and Local ,411,   Cash and demand deposits,3011231
0400000US17,Illinois,1,State and Local ,412,"   Time, savings deposits and nonfederal short-term investments",3798198
0400000US17,Illinois,1,State and Local ,42,   Total securities,136696138
0400000US17,Illinois,1,State and Local ,421,   Governmental securities,11575207
0400000US17,Illinois,1,State and Local ,4211,   Federal government,11318882
0400000US17,Illinois,1,State and Local ,42111,   U.S. Treasury,6071881
0400000US17,Illinois,1,State and Local ,42112,   Federal agency,5247001
0400000US17,Illinois,1,State and Local ,4212,   State and local government,256326
0400000US17,Illinois,1,State and Local ,422,   Nongovernmental securities,125120931
0400000US17,Illinois,1,State and Local ,4221,   Corporate bonds,16429115
0400000US17,Illinois,1,State and Local ,4222,   Corporate stocks,51200821
0400000US17,Illinois,1,State and Local ,4223,   Mortgages,32850
0400000US17,Illinois,1,State and Local ,4224,   Funds held in trust,16163013
0400000US17,Illinois,1,State and Local ,4225,   Foreign and international securities,30382970
0400000US17,Illinois,1,State and Local ,4229,   Other nongovernmental securities,10912162
0400000US17,Illinois,1,State and Local ,43,   Total other investments,12939901
0400000US17,Illinois,1,State and Local ,431,   Real property,5934818
0400000US17,Illinois,1,State and Local ,432,   Miscellaneous investments,7005083
0400000US17,Illinois,1,State and Local ,6,   Total Membership,962246
0400000US17,Illinois,1,State and Local ,61,   Active membership,602260
0400000US17,Illinois,1,State and Local ,62,   Inactive membership,359986
0400000US17,Illinois,1,State and Local ,7,   Total beneficiaries receiving periodic benefit payments,477778
0400000US17,Illinois,1,State and Local ,8,   Covered payroll,N
0400000US17,Illinois,1,State and Local ,9,   Pension obligations,N
0400000US17,Illinois,2,State,1,   Total Contributions,10040756
0400000US17,Illinois,2,State,11,   Employee contributions,1838063
0400000US17,Illinois,2,State,12,   Government contributions,8202693
0400000US17,Illinois,2,State,121,   State government contributions,6746945
0400000US17,Illinois,2,State,122,   Local government contributions,1455748
0400000US17,Illinois,2,State,2,   Earnings on investments,17823368
0400000US17,Illinois,2,State,3,   Total payments,11472251
0400000US17,Illinois,2,State,31,   Benefits,10785298
0400000US17,Illinois,2,State,32,   Withdrawals,231046
0400000US17,Illinois,2,State,39,   Other payments,455907
0400000US17,Illinois,2,State,4,   Total cash and investment holdings,111494982
0400000US17,Illinois,2,State,41,   Total cash and short-term investments,3411646
0400000US17,Illinois,2,State,411,   Cash and demand deposits,2026428
0400000US17,Illinois,2,State,412,"   Time, savings deposits and nonfederal short-term investments",1385218
0400000US17,Illinois,2,State,42,   Total securities,98346797
0400000US17,Illinois,2,State,421,   Governmental securities,5946596
0400000US17,Illinois,2,State,4211,   Federal government,5810988
0400000US17,Illinois,2,State,42111,   U.S. Treasury,3230032
0400000US17,Illinois,2,State,42112,   Federal agency,2580956
0400000US17,Illinois,2,State,4212,   State and local government,135608
0400000US17,Illinois,2,State,422,   Nongovernmental securities,92400201
0400000US17,Illinois,2,State,4221,   Corporate bonds,11990185
0400000US17,Illinois,2,State,4222,   Corporate stocks,36561657
0400000US17,Illinois,2,State,4223,   Mortgages,0
0400000US17,Illinois,2,State,4224,   Funds held in trust,14960735
0400000US17,Illinois,2,State,4225,   Foreign and international securities,22708036
0400000US17,Illinois,2,State,4229,   Other nongovernmental securities,6179588
0400000US17,Illinois,2,State,43,   Total other investments,9736539
0400000US17,Illinois,2,State,431,   Real property,5089530
0400000US17,Illinois,2,State,432,   Miscellaneous investments,4647009
0400000US17,Illinois,2,State,6,   Total Membership,790422
0400000US17,Illinois,2,State,61,   Active membership,466962
0400000US17,Illinois,2,State,62,   Inactive membership,323460
0400000US17,Illinois,2,State,7,   Total beneficiaries receiving periodic benefit payments,347485
0400000US17,Illinois,2,State,8,   Covered payroll,24252704
0400000US17,Illinois,2,State,9,   Pension obligations,217605371
0400000US17,Illinois,3,Local,1,   Total Contributions,2976048
0400000US17,Illinois,3,Local,11,   Employee contributions,887983
0400000US17,Illinois,3,Local,12,   Government contributions,2088064
0400000US17,Illinois,3,Local,121,   State government contributions,117434
0400000US17,Illinois,3,Local,122,   Local government contributions,1970631
0400000US17,Illinois,3,Local,2,   Earnings on investments,6385539
0400000US17,Illinois,3,Local,3,   Total payments,5682215
0400000US17,Illinois,3,Local,31,   Benefits,4926610
0400000US17,Illinois,3,Local,32,   Withdrawals,587503
0400000US17,Illinois,3,Local,39,   Other payments,168106
0400000US17,Illinois,3,Local,4,   Total cash and investment holdings,44950485
0400000US17,Illinois,3,Local,41,   Total cash and short-term investments,3397782
0400000US17,Illinois,3,Local,411,   Cash and demand deposits,984803
0400000US17,Illinois,3,Local,412,"   Time, savings deposits and nonfederal short-term investments",2412980
0400000US17,Illinois,3,Local,42,   Total securities,38349341
0400000US17,Illinois,3,Local,421,   Governmental securities,5628611
0400000US17,Illinois,3,Local,4211,   Federal government,5507894
0400000US17,Illinois,3,Local,42111,   U.S. Treasury,2841849
0400000US17,Illinois,3,Local,42112,   Federal agency,2666045
0400000US17,Illinois,3,Local,4212,   State and local government,120718
0400000US17,Illinois,3,Local,422,   Nongovernmental securities,32720730
0400000US17,Illinois,3,Local,4221,   Corporate bonds,4438930
0400000US17,Illinois,3,Local,4222,   Corporate stocks,14639164
0400000US17,Illinois,3,Local,4223,   Mortgages,32850
0400000US17,Illinois,3,Local,4224,   Funds held in trust,1202278
0400000US17,Illinois,3,Local,4225,   Foreign and international securities,7674934
0400000US17,Illinois,3,Local,4229,   Other nongovernmental securities,4732574
0400000US17,Illinois,3,Local,43,   Total other investments,3203362
0400000US17,Illinois,3,Local,431,   Real property,845288
0400000US17,Illinois,3,Local,432,   Miscellaneous investments,2358074
0400000US17,Illinois,3,Local,6,   Total Membership,171824
0400000US17,Illinois,3,Local,61,   Active membership,135298
0400000US17,Illinois,3,Local,62,   Inactive membership,36526
0400000US17,Illinois,3,Local,7,   Total beneficiaries receiving periodic benefit payments,130293
0400000US17,Illinois,3,Local,8,   Covered payroll,N
0400000US17,Illinois,3,Local,9,   Pension obligations,N
0400000US18,Indiana,1,State and Local ,1,   Total Contributions,2138486
0400000US18,Indiana,1,State and Local ,11,   Employee contributions,344903
0400000US18,Indiana,1,State and Local ,12,   Government contributions,1793584
0400000US18,Indiana,1,State and Local ,121,   State government contributions,1183715
0400000US18,Indiana,1,State and Local ,122,   Local government contributions,609869
0400000US18,Indiana,1,State and Local ,2,   Earnings on investments,3699697
0400000US18,Indiana,1,State and Local ,3,   Total payments,2633448
0400000US18,Indiana,1,State and Local ,31,   Benefits,2315228
0400000US18,Indiana,1,State and Local ,32,   Withdrawals,85946
0400000US18,Indiana,1,State and Local ,39,   Other payments,232273
0400000US18,Indiana,1,State and Local ,4,   Total cash and investment holdings,31202690
0400000US18,Indiana,1,State and Local ,41,   Total cash and short-term investments,1472782
0400000US18,Indiana,1,State and Local ,411,   Cash and demand deposits,282067
0400000US18,Indiana,1,State and Local ,412,"   Time, savings deposits and nonfederal short-term investments",1190715
0400000US18,Indiana,1,State and Local ,42,   Total securities,20597714
0400000US18,Indiana,1,State and Local ,421,   Governmental securities,3904841
0400000US18,Indiana,1,State and Local ,4211,   Federal government,3904825
0400000US18,Indiana,1,State and Local ,42111,   U.S. Treasury,2786819
0400000US18,Indiana,1,State and Local ,42112,   Federal agency,1118006
0400000US18,Indiana,1,State and Local ,4212,   State and local government,16
0400000US18,Indiana,1,State and Local ,422,   Nongovernmental securities,16692873
0400000US18,Indiana,1,State and Local ,4221,   Corporate bonds,7055844
0400000US18,Indiana,1,State and Local ,4222,   Corporate stocks,5255534
0400000US18,Indiana,1,State and Local ,4223,   Mortgages,0
0400000US18,Indiana,1,State and Local ,4224,   Funds held in trust,70196
0400000US18,Indiana,1,State and Local ,4225,   Foreign and international securities,3325010
0400000US18,Indiana,1,State and Local ,4229,   Other nongovernmental securities,986289
0400000US18,Indiana,1,State and Local ,43,   Total other investments,9132195
0400000US18,Indiana,1,State and Local ,431,   Real property,17
0400000US18,Indiana,1,State and Local ,432,   Miscellaneous investments,9132178
0400000US18,Indiana,1,State and Local ,6,   Total Membership,268007
0400000US18,Indiana,1,State and Local ,61,   Active membership,224888
0400000US18,Indiana,1,State and Local ,62,   Inactive membership,43119
0400000US18,Indiana,1,State and Local ,7,   Total beneficiaries receiving periodic benefit payments,137044
0400000US18,Indiana,1,State and Local ,8,   Covered payroll,N
0400000US18,Indiana,1,State and Local ,9,   Pension obligations,N
0400000US18,Indiana,2,State,1,   Total Contributions,2083556
0400000US18,Indiana,2,State,11,   Employee contributions,341708
0400000US18,Indiana,2,State,12,   Government contributions,1741848
0400000US18,Indiana,2,State,121,   State government contributions,1149281
0400000US18,Indiana,2,State,122,   Local government contributions,592567
0400000US18,Indiana,2,State,2,   Earnings on investments,3666031
0400000US18,Indiana,2,State,3,   Total payments,2567118
0400000US18,Indiana,2,State,31,   Benefits,2250049
0400000US18,Indiana,2,State,32,   Withdrawals,85754
0400000US18,Indiana,2,State,39,   Other payments,231315
0400000US18,Indiana,2,State,4,   Total cash and investment holdings,30924339
0400000US18,Indiana,2,State,41,   Total cash and short-term investments,1428582
0400000US18,Indiana,2,State,411,   Cash and demand deposits,243022
0400000US18,Indiana,2,State,412,"   Time, savings deposits and nonfederal short-term investments",1185560
0400000US18,Indiana,2,State,42,   Total securities,20363983
0400000US18,Indiana,2,State,421,   Governmental securities,3867224
0400000US18,Indiana,2,State,4211,   Federal government,3867224
0400000US18,Indiana,2,State,42111,   U.S. Treasury,2777498
0400000US18,Indiana,2,State,42112,   Federal agency,1089726
0400000US18,Indiana,2,State,4212,   State and local government,0
0400000US18,Indiana,2,State,422,   Nongovernmental securities,16496759
0400000US18,Indiana,2,State,4221,   Corporate bonds,7017123
0400000US18,Indiana,2,State,4222,   Corporate stocks,5134959
0400000US18,Indiana,2,State,4223,   Mortgages,0
0400000US18,Indiana,2,State,4224,   Funds held in trust,38548
0400000US18,Indiana,2,State,4225,   Foreign and international securities,3323431
0400000US18,Indiana,2,State,4229,   Other nongovernmental securities,982698
0400000US18,Indiana,2,State,43,   Total other investments,9131774
0400000US18,Indiana,2,State,431,   Real property,0
0400000US18,Indiana,2,State,432,   Miscellaneous investments,9131774
0400000US18,Indiana,2,State,6,   Total Membership,266286
0400000US18,Indiana,2,State,61,   Active membership,223590
0400000US18,Indiana,2,State,62,   Inactive membership,42696
0400000US18,Indiana,2,State,7,   Total beneficiaries receiving periodic benefit payments,134829
0400000US18,Indiana,2,State,8,   Covered payroll,9560633
0400000US18,Indiana,2,State,9,   Pension obligations,43689185
0400000US18,Indiana,3,Local,1,   Total Contributions,54930
0400000US18,Indiana,3,Local,11,   Employee contributions,3195
0400000US18,Indiana,3,Local,12,   Government contributions,51736
0400000US18,Indiana,3,Local,121,   State government contributions,34434
0400000US18,Indiana,3,Local,122,   Local government contributions,17302
0400000US18,Indiana,3,Local,2,   Earnings on investments,33666
0400000US18,Indiana,3,Local,3,   Total payments,66330
0400000US18,Indiana,3,Local,31,   Benefits,65179
0400000US18,Indiana,3,Local,32,   Withdrawals,192
0400000US18,Indiana,3,Local,39,   Other payments,958
0400000US18,Indiana,3,Local,4,   Total cash and investment holdings,278351
0400000US18,Indiana,3,Local,41,   Total cash and short-term investments,44200
0400000US18,Indiana,3,Local,411,   Cash and demand deposits,39045
0400000US18,Indiana,3,Local,412,"   Time, savings deposits and nonfederal short-term investments",5155
0400000US18,Indiana,3,Local,42,   Total securities,233731
0400000US18,Indiana,3,Local,421,   Governmental securities,37617
0400000US18,Indiana,3,Local,4211,   Federal government,37601
0400000US18,Indiana,3,Local,42111,   U.S. Treasury,9321
0400000US18,Indiana,3,Local,42112,   Federal agency,28280
0400000US18,Indiana,3,Local,4212,   State and local government,16
0400000US18,Indiana,3,Local,422,   Nongovernmental securities,196114
0400000US18,Indiana,3,Local,4221,   Corporate bonds,38721
0400000US18,Indiana,3,Local,4222,   Corporate stocks,120575
0400000US18,Indiana,3,Local,4223,   Mortgages,0
0400000US18,Indiana,3,Local,4224,   Funds held in trust,31648
0400000US18,Indiana,3,Local,4225,   Foreign and international securities,1579
0400000US18,Indiana,3,Local,4229,   Other nongovernmental securities,3591
0400000US18,Indiana,3,Local,43,   Total other investments,421
0400000US18,Indiana,3,Local,431,   Real property,17
0400000US18,Indiana,3,Local,432,   Miscellaneous investments,404
0400000US18,Indiana,3,Local,6,   Total Membership,1721
0400000US18,Indiana,3,Local,61,   Active membership,1298
0400000US18,Indiana,3,Local,62,   Inactive membership,423
0400000US18,Indiana,3,Local,7,   Total beneficiaries receiving periodic benefit payments,2215
0400000US18,Indiana,3,Local,8,   Covered payroll,N
0400000US18,Indiana,3,Local,9,   Pension obligations,N
0400000US19,Iowa,1,State and Local ,1,   Total Contributions,1212893
0400000US19,Iowa,1,State and Local ,11,   Employee contributions,474653
0400000US19,Iowa,1,State and Local ,12,   Government contributions,738240
0400000US19,Iowa,1,State and Local ,121,   State government contributions,135751
0400000US19,Iowa,1,State and Local ,122,   Local government contributions,602489
0400000US19,Iowa,1,State and Local ,2,   Earnings on investments,4427459
0400000US19,Iowa,1,State and Local ,3,   Total payments,2096166
0400000US19,Iowa,1,State and Local ,31,   Benefits,1944755
0400000US19,Iowa,1,State and Local ,32,   Withdrawals,49492
0400000US19,Iowa,1,State and Local ,39,   Other payments,101919
0400000US19,Iowa,1,State and Local ,4,   Total cash and investment holdings,30599390
0400000US19,Iowa,1,State and Local ,41,   Total cash and short-term investments,817526
0400000US19,Iowa,1,State and Local ,411,   Cash and demand deposits,113368
0400000US19,Iowa,1,State and Local ,412,"   Time, savings deposits and nonfederal short-term investments",704158
0400000US19,Iowa,1,State and Local ,42,   Total securities,27339725
0400000US19,Iowa,1,State and Local ,421,   Governmental securities,3563932
0400000US19,Iowa,1,State and Local ,4211,   Federal government,3537433
0400000US19,Iowa,1,State and Local ,42111,   U.S. Treasury,2235630
0400000US19,Iowa,1,State and Local ,42112,   Federal agency,1301803
0400000US19,Iowa,1,State and Local ,4212,   State and local government,26499
0400000US19,Iowa,1,State and Local ,422,   Nongovernmental securities,23775793
0400000US19,Iowa,1,State and Local ,4221,   Corporate bonds,3633868
0400000US19,Iowa,1,State and Local ,4222,   Corporate stocks,6534706
0400000US19,Iowa,1,State and Local ,4223,   Mortgages,0
0400000US19,Iowa,1,State and Local ,4224,   Funds held in trust,6065208
0400000US19,Iowa,1,State and Local ,4225,   Foreign and international securities,7029740
0400000US19,Iowa,1,State and Local ,4229,   Other nongovernmental securities,512271
0400000US19,Iowa,1,State and Local ,43,   Total other investments,2442139
0400000US19,Iowa,1,State and Local ,431,   Real property,23393
0400000US19,Iowa,1,State and Local ,432,   Miscellaneous investments,2418746
0400000US19,Iowa,1,State and Local ,6,   Total Membership,243549
0400000US19,Iowa,1,State and Local ,61,   Active membership,170830
0400000US19,Iowa,1,State and Local ,62,   Inactive membership,72719
0400000US19,Iowa,1,State and Local ,7,   Total beneficiaries receiving periodic benefit payments,113066
0400000US19,Iowa,1,State and Local ,8,   Covered payroll,N
0400000US19,Iowa,1,State and Local ,9,   Pension obligations,N
0400000US19,Iowa,2,State,1,   Total Contributions,1210701
0400000US19,Iowa,2,State,11,   Employee contributions,474572
0400000US19,Iowa,2,State,12,   Government contributions,736129
0400000US19,Iowa,2,State,121,   State government contributions,135547
0400000US19,Iowa,2,State,122,   Local government contributions,600582
0400000US19,Iowa,2,State,2,   Earnings on investments,4421278
0400000US19,Iowa,2,State,3,   Total payments,2092115
0400000US19,Iowa,2,State,31,   Benefits,1941109
0400000US19,Iowa,2,State,32,   Withdrawals,49314
0400000US19,Iowa,2,State,39,   Other payments,101692
0400000US19,Iowa,2,State,4,   Total cash and investment holdings,30553135
0400000US19,Iowa,2,State,41,   Total cash and short-term investments,814518
0400000US19,Iowa,2,State,411,   Cash and demand deposits,110814
0400000US19,Iowa,2,State,412,"   Time, savings deposits and nonfederal short-term investments",703704
0400000US19,Iowa,2,State,42,   Total securities,27297147
0400000US19,Iowa,2,State,421,   Governmental securities,3557775
0400000US19,Iowa,2,State,4211,   Federal government,3531276
0400000US19,Iowa,2,State,42111,   U.S. Treasury,2231177
0400000US19,Iowa,2,State,42112,   Federal agency,1300099
0400000US19,Iowa,2,State,4212,   State and local government,26499
0400000US19,Iowa,2,State,422,   Nongovernmental securities,23739372
0400000US19,Iowa,2,State,4221,   Corporate bonds,3629584
0400000US19,Iowa,2,State,4222,   Corporate stocks,6504734
0400000US19,Iowa,2,State,4223,   Mortgages,0
0400000US19,Iowa,2,State,4224,   Funds held in trust,6063471
0400000US19,Iowa,2,State,4225,   Foreign and international securities,7029621
0400000US19,Iowa,2,State,4229,   Other nongovernmental securities,511962
0400000US19,Iowa,2,State,43,   Total other investments,2441470
0400000US19,Iowa,2,State,431,   Real property,22994
0400000US19,Iowa,2,State,432,   Miscellaneous investments,2418476
0400000US19,Iowa,2,State,6,   Total Membership,243252
0400000US19,Iowa,2,State,61,   Active membership,170606
0400000US19,Iowa,2,State,62,   Inactive membership,72646
0400000US19,Iowa,2,State,7,   Total beneficiaries receiving periodic benefit payments,112875
0400000US19,Iowa,2,State,8,   Covered payroll,7427861
0400000US19,Iowa,2,State,9,   Pension obligations,35326817
0400000US19,Iowa,3,Local,1,   Total Contributions,2192
0400000US19,Iowa,3,Local,11,   Employee contributions,81
0400000US19,Iowa,3,Local,12,   Government contributions,2111
0400000US19,Iowa,3,Local,121,   State government contributions,204
0400000US19,Iowa,3,Local,122,   Local government contributions,1907
0400000US19,Iowa,3,Local,2,   Earnings on investments,6181
0400000US19,Iowa,3,Local,3,   Total payments,4051
0400000US19,Iowa,3,Local,31,   Benefits,3646
0400000US19,Iowa,3,Local,32,   Withdrawals,178
0400000US19,Iowa,3,Local,39,   Other payments,227
0400000US19,Iowa,3,Local,4,   Total cash and investment holdings,46255
0400000US19,Iowa,3,Local,41,   Total cash and short-term investments,3008
0400000US19,Iowa,3,Local,411,   Cash and demand deposits,2554
0400000US19,Iowa,3,Local,412,"   Time, savings deposits and nonfederal short-term investments",454
0400000US19,Iowa,3,Local,42,   Total securities,42578
0400000US19,Iowa,3,Local,421,   Governmental securities,6157
0400000US19,Iowa,3,Local,4211,   Federal government,6157
0400000US19,Iowa,3,Local,42111,   U.S. Treasury,4453
0400000US19,Iowa,3,Local,42112,   Federal agency,1704
0400000US19,Iowa,3,Local,4212,   State and local government,0
0400000US19,Iowa,3,Local,422,   Nongovernmental securities,36421
0400000US19,Iowa,3,Local,4221,   Corporate bonds,4284
0400000US19,Iowa,3,Local,4222,   Corporate stocks,29972
0400000US19,Iowa,3,Local,4223,   Mortgages,0
0400000US19,Iowa,3,Local,4224,   Funds held in trust,1737
0400000US19,Iowa,3,Local,4225,   Foreign and international securities,119
0400000US19,Iowa,3,Local,4229,   Other nongovernmental securities,309
0400000US19,Iowa,3,Local,43,   Total other investments,669
0400000US19,Iowa,3,Local,431,   Real property,399
0400000US19,Iowa,3,Local,432,   Miscellaneous investments,270
0400000US19,Iowa,3,Local,6,   Total Membership,297
0400000US19,Iowa,3,Local,61,   Active membership,224
0400000US19,Iowa,3,Local,62,   Inactive membership,73
0400000US19,Iowa,3,Local,7,   Total beneficiaries receiving periodic benefit payments,191
0400000US19,Iowa,3,Local,8,   Covered payroll,N
0400000US19,Iowa,3,Local,9,   Pension obligations,N
0400000US20,Kansas,1,State and Local ,1,   Total Contributions,1137688
0400000US20,Kansas,1,State and Local ,11,   Employee contributions,349794
0400000US20,Kansas,1,State and Local ,12,   Government contributions,787894
0400000US20,Kansas,1,State and Local ,121,   State government contributions,501042
0400000US20,Kansas,1,State and Local ,122,   Local government contributions,286852
0400000US20,Kansas,1,State and Local ,2,   Earnings on investments,2896340
0400000US20,Kansas,1,State and Local ,3,   Total payments,1636704
0400000US20,Kansas,1,State and Local ,31,   Benefits,1512352
0400000US20,Kansas,1,State and Local ,32,   Withdrawals,58214
